http://uk3.internet-radio.com:8405/live,Live Stream
http://uk7.internet-radio.com:8226/live,UK Dance radio
http://us5.internet-radio.com:8201/stream,WCJS Radio
http://91.121.155.204:8097/radio.mp3,Best Love
http://uk7.internet-radio.com:8000/stream,Beat House
